name	locus_tag	ko_category
VCA0106	VCA0106	None
VCA0107	VCA0107	KO-a7.a3.a2
VCA0108	VCA0108	KO-a7.a3.a2
VCA0109	VCA0109	KO-a7.a3.a2
VCA0110	VCA0110	KO-a7.a3.a2
VCA0111	VCA0111	KO-a7.a3.a2
VCA0112	VCA0112	KO-a7.a3.a2
VCA0113	VCA0113	KO-a3.a1.a3:KO-a7.a3.a2
VCA0114	VCA0114	KO-a7.a3.a2
VCA0115	VCA0115	KO-a3.a1.a3:KO-a7.a3.a2
VCA0116	VCA0116	KO-a3.a1.a3:KO-a7.a3.a2
VCA0117	VCA0117	KO-a7.a2.a1
VCA0118	VCA0118	KO-a7.a3.a2
VCA0119	VCA0119	KO-a7.a3.a2
VCA0120	VCA0120	KO-a3.a1.a3:KO-a7.a3.a2
VCA0121	VCA0121	KO-a7.a3.a2
VCA0122	VCA0122	None
VCA0123	VCA0123	KO-a3.a1.a3:KO-a7.a3.a2
VCA0124	VCA0124	None
VCA0125	VCA0125	None
VCA0127	VCA0127	KO-a3.a1.a1
VCA0128	VCA0128	KO-a3.a1.a1:KO-a7.a3.a1
rbsC	VCA0129	KO-a3.a1.a1:KO-a7.a3.a1
VCA0130	VCA0130	KO-a3.a1.a1:KO-a4.a5.a1:KO-a7.a3.a1
VCA0131	VCA0131	KO-a1.a1.a3
VCA0132	VCA0132	KO-a7.a2.a1
VCA0133	VCA0133	None
VCA0134	VCA0134	KO-a1.a4.a2
VCA0135	VCA0135	None
glpQ	VCA0136	KO-a1.a3.b0
glpT	VCA0137	KO-a7.a3.a1
VCA0139	VCA0139	None
VCA0140	VCA0140	None
VCA0141	VCA0141	None
VCA0142	VCA0142	KO-a3.a2.a1:KO-a7.a3.a4
VCA0143	VCA0143	None
VCA0144	VCA0144	KO-a8.a4.a2
VCA0146	VCA0146	None
VCA0147	VCA0147	KO-a1.a5.a7
VCA0148	VCA0148	None
def	VCA0150	KO-a8.a1.a1
VCA0151	VCA0151	None
VCA0152	VCA0152	KO-a7.a3.a1
VCA0153	VCA0153	KO-a7.a3.a1
VCA0154	VCA0154	KO-a7.a3.a1
VCA0155	VCA0155	KO-a7.a3.a1
VCA0156	VCA0156	KO-a7.a3.a1
VCA0157	VCA0157	KO-a7.a3.a1
VCA0158	VCA0158	None
VCA0159	VCA0159	None
VCA0160	VCA0160	KO-a7.a3.a1
tnaA	VCA0161	KO-a1.a5.b3
TnaC leader peptide	TnaC leader peptide	None
VCA0163	VCA0163	KO-a8.a4.a2
VCA0164	VCA0164	None
VCA0165	VCA0165	None
VCA0166	VCA0166	KO-a8.a2.a1
VCA0167	VCA0167	KO-a8.a4.a2
VCA0168	VCA0168	None
VCA0171	VCA0171	KO-a7.a3.a1
VCA0172	VCA0172	KO-a7.a3.a1
VCA0173	VCA0173	None
VCA0174	VCA0174	None
VCA0175	VCA0175	KO-a8.a1.a1
VCA0176	VCA0176	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a5
VCA0177	VCA0177	None
VCA0178	VCA0178	None
VCA0179	VCA0179	KO-a8.a3.a1
VCA0180	VCA0180	KO-a7.a1.a4
VCA0181	VCA0181	None
VCA0182	VCA0182	KO-a7.a2.a1
VCA0183	VCA0183	KO-a8.a1.a1
VCA0184	VCA0184	KO-a8.a2.a1
VCA0185	VCA0185	KO-a7.a2.a8
VCA0186	VCA0186	None
VCA0188	VCA0188	None
VCA0189	VCA0189	None
VCA0190	VCA0190	None
VCA0191	VCA0191	KO-a8.a1.a1
VCA0192	VCA0192	KO-a1.a1.b0
VCA0193	VCA0193	None
VCA0194	VCA0194	KO-a7.a3.a1
VCA0195	VCA0195	None
VCA0197	VCA0197	KO-a1.a4.a1
VCA0198	VCA0198	KO-a1.a5.a3:KO-a7.a2.a1:KO-a7.a2.b3:KO-a7.a2.b4:KO-a7.a3.a8
VCA0199	VCA0199	None
VCA0200	VCA0200	None
VCA0201	VCA0201	None
VCA0202	VCA0202	KO-a8.a2.a4
VCA0203	VCA0203	None
VCA0204	VCA0204	KO-a2.a3.a7:KO-a7.a2.a3
VCA0205	VCA0205	KO-a3.a2.a1:KO-a7.a3.a1
nadE	VCA0207	KO-a1.a8.a4
VCA0208	VCA0208	KO-a1.a8.a4
VCA0209	VCA0209	None
VCA0210	VCA0210	None
VCA0211	VCA0211	None
VCA0212	VCA0212	None
VCA0213	VCA0213	KO-a7.a3.a1:KO-a7.a3.b8
emrD	VCA0214	KO-a7.a3.a1
VCA0216	VCA0216	None
VCA0217	VCA0217	None
VCA0218	VCA0218	KO-a7.a3.a3
VCA0219	VCA0219	KO-a6.a4.a1:KO-a7.a2.a9:KO-a7.a3.a1:KO-a7.a3.a3
VCA0220	VCA0220	None
VCA0221	VCA0221	KO-a1.a3.a9
VCA0222	VCA0222	None
VCA0223	VCA0223	KO-a7.a1.a4
VCA0224	VCA0224	None
VCA0225	VCA0225	None
VCA0227	VCA0227	KO-a7.a3.a1
VCA0228	VCA0228	KO-a7.a3.a1
VCA0229	VCA0229	KO-a7.a3.a1
VCA0230	VCA0230	KO-a7.a3.a1
VCA0231	VCA0231	None
VCA0232	VCA0232	None
VCA0233	VCA0233	KO-a8.a4.a2
VCA0235	VCA0235	KO-a1.a1.b0:KO-a1.a1.b2:KO-a1.a2.a6:KO-a1.a6.a2
VCA0236	VCA0236	None
VCA0237	VCA0237	None
VCA0238	VCA0238	None
VCA0239	VCA0239	KO-a7.a3.a4
VCA0240	VCA0240	None
VCA0241	VCA0241	KO-a1.a1.a4:KO-a1.a1.a7
ulaD	VCA0242	KO-a1.a1.a4:KO-a1.a1.a7
VCA0243	VCA0243	None
araD	VCA0244	KO-a1.a1.a4:KO-a1.a1.a7
VCA0245	VCA0245	KO-a1.a1.a7:KO-a3.a1.a2:KO-a7.a3.a1
ulaA	VCA0246	KO-a1.a1.a7:KO-a3.a1.a2:KO-a7.a3.a1
VCA0247	VCA0247	KO-a7.a2.a1
VCA0248	VCA0248	KO-a1.a1.a7
VCA0249	VCA0249	None
VCA0250	VCA0250	KO-a1.a1.a8
VCA0253	VCA0253	KO-a7.a3.b8
VCA0254	VCA0254	None
VCA0255	VCA0255	None
VCA0256	VCA0256	None
VCA0257	VCA0257	None
VCA0258	VCA0258	None
VCA0260	VCA0260	None
VCA0262	VCA0262	None
VCA0263	VCA0263	None
VCA0264	VCA0264	None
VCA0265	VCA0265	None
VCA0266	VCA0266	None
VCA0267	VCA0267	None
VCA0268	VCA0268	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a5
VCA0269	VCA0269	None
VCA0270	VCA0270	KO-a1.a7.b7:KO-a7.a1.a4:KO-a7.a1.a7
VCA0271	VCA0271	None
VCA0274a	VCA0274a	None
VCA0274	VCA0274	KO-a1.a2.a7
VCA0275	VCA0275	KO-a8.a2.a4
VCA0276	VCA0276	None
VCA0277	VCA0277	KO-a1.a1.b1:KO-a1.a5.a2
VCA0278	VCA0278	KO-a1.a1.b1:KO-a1.a2.a6:KO-a1.a5.a2:KO-a1.a6.a5:KO-a1.a8.a9
VCA0279	VCA0279	None
VCA0280	VCA0280	None
VCA0281	VCA0281	None
VCA0282	VCA0282	KO-a8.a2.a4
VCA0283	VCA0283	None
VCA0284	VCA0284	None
VCA0285	VCA0285	None
VCA0286	VCA0286	None
VCA0287	VCA0287	KO-a2.a2.a2:KO-a7.a1.b1:KO-a7.a2.a7
infC	VCA0288	None
rpmI	VCA0289	KO-a2.a2.a1:KO-a7.a2.a5
rplT	VCA0290	KO-a2.a2.a1:KO-a7.a2.a5
VCA0291	VCA0291	None
VCA0292	VCA0292	None
VCA0293	VCA0293	None
VCA0294	VCA0294	None
VCA0297	VCA0297	None
VCA0298	VCA0298	None
VCA0299	VCA0299	None
VCA0300	VCA0300	KO-a7.a3.b8
VCA0301	VCA0301	None
VCA0302	VCA0302	None
VCA0303	VCA0303	None
VCA0304	VCA0304	None
VCA0306	VCA0306	None
VCA0307	VCA0307	None
VCA0308	VCA0308	None
VCA0309	VCA0309	KO-a7.a3.a8
VCA0310	VCA0310	None
VCA0311	VCA0311	KO-a7.a3.a8
VCA0312	VCA0312	KO-a7.a3.a8
VCA0313	VCA0313	KO-a7.a2.b5
VCA0314	VCA0314	KO-a8.a4.a2
VCA0315	VCA0315	None
VCA0316	VCA0316	None
VCA0317	VCA0317	KO-a7.a3.a7
VCA0318	VCA0318	None
VCA0319	VCA0319	None
VCA0322	VCA0322	None
VCA0323	VCA0323	KO-a7.a3.a8
VCA0324	VCA0324	KO-a7.a3.a8
VCA0325	VCA0325	None
VCA0328	VCA0328	None
VCA0329	VCA0329	None
VCA0329a	VCA0329a	None
VCA0329b	VCA0329b	None
VCA0330	VCA0330	None
VCA0331	VCA0331	None
VCA0332	VCA0332	KO-a8.a4.a2
VCA0333	VCA0333	None
VCA0334	VCA0334	None
VCA0336	VCA0336	None
VCA0337	VCA0337	KO-a7.a1.a4:KO-a7.a1.a7
VCA0338	VCA0338	KO-a8.a4.a2
VCA0339	VCA0339	None
VCA0340	VCA0340	None
VCA0341	VCA0341	None
VCA0342	VCA0342	None
VCA0343	VCA0343	None
VCA0344	VCA0344	None
VCA0345	VCA0345	KO-a8.a4.a2
VCA0346	VCA0346	None
VCA0347	VCA0347	None
VCA0348	VCA0348	None
VCA0349	VCA0349	None
VCA0350	VCA0350	KO-a7.a3.a7
VCA0351	VCA0351	None
VCA0353	VCA0353	None
VCA0354	VCA0354	None
VCA0355	VCA0355	None
VCA0356	VCA0356	None
VCA0356a	VCA0356a	None
VCA0357	VCA0357	None
VCA0358	VCA0358	None
VCA0359	VCA0359	KO-a7.a3.a8
VCA0361	VCA0361	None
VCA0362	VCA0362	None
VCA0361a	VCA0361a	None
VCA0363	VCA0363	None
VCA0364	VCA0364	None
VCA0365	VCA0365	None
VCA0366	VCA0366	None
VCA0367	VCA0367	None
VCA0368	VCA0368	None
VCA0369	VCA0369	None
VCA0370	VCA0370	None
VCA0371	VCA0371	KO-a8.a2.a4
VCA0372	VCA0372	KO-a8.a2.a4
VCA0374	VCA0374	None
VCA0375	VCA0375	None
VCA0376	VCA0376	None
VCA0378	VCA0378	None
VCA0379	VCA0379	None
VCA0380	VCA0380	KO-a8.a4.a2
VCA0381	VCA0381	None
VCA0382	VCA0382	None
VCA0382a	VCA0382a	None
VCA0385	VCA0385	KO-a7.a3.a8
VCA0386	VCA0386	KO-a7.a3.a8
VCA0387	VCA0387	KO-a1.a6.a3
VCA0388	VCA0388	None
VCA0389	VCA0389	None
VCA0391	VCA0391	KO-a7.a3.a8
VCA0392	VCA0392	KO-a7.a3.a8
VCA0395	VCA0395	None
VCA0396	VCA0396	None
VCA0397	VCA0397	None
VCA0398	VCA0398	None
VCA0399	VCA0399	None
VCA0400	VCA0400	None
VCA0401	VCA0401	None
VCA0402	VCA0402	None
VCA0403	VCA0403	None
VCA0405	VCA0405	None
VCA0406	VCA0406	KO-a7.a3.a7
VCA0407	VCA0407	None
VCA0408	VCA0408	None
VCA0409	VCA0409	None
VCA0410	VCA0410	None
VCA0412	VCA0412	None
VCA0413	VCA0413	None
VCA0414	VCA0414	None
VCA0415	VCA0415	KO-a8.a4.a2
VCA0416	VCA0416	None
VCA0417	VCA0417	None
VCA0418	VCA0418	None
VCA0419	VCA0419	None
VCA0420	VCA0420	None
VCA0421	VCA0421	None
VCA0422	VCA0422	None
VCA0423	VCA0423	None
VCA0424	VCA0424	None
VCA0425	VCA0425	None
VCA0426	VCA0426	KO-a8.a4.a2
VCA0427	VCA0427	None
VCA0428	VCA0428	None
VCA0431	VCA0431	None
VCA0432	VCA0432	None
VCA0433	VCA0433	None
VCA0435	VCA0435	None
VCA0436	VCA0436	None
VCA0439	VCA0439	None
VCA0440	VCA0440	None
VCA0441	VCA0441	None
VCA0442	VCA0442	None
VCA0443	VCA0443	KO-a7.a3.a7
VCA0444	VCA0444	KO-a7.a3.a8
VCA0445	VCA0445	KO-a7.a3.a8
VCA0446	VCA0446	None
VCA0447	VCA0447	KO-a7.a3.a8
VCA0448	VCA0448	None
VCA0449	VCA0449	None
VCA0450	VCA0450	None
VCA0451	VCA0451	None
VCA0453	VCA0453	None
VCA0454	VCA0454	None
VCA0455	VCA0455	None
VCA0457	VCA0457	None
VCA0458	VCA0458	None
VCA0459	VCA0459	None
VCA0460	VCA0460	None
VCA0463	VCA0463	None
VCA0464	VCA0464	None
VCA0465	VCA0465	None
VCA0466	VCA0466	None
VCA0467	VCA0467	None
VCA0468	VCA0468	None
VCA0469	VCA0469	KO-a7.a2.a1
VCA0470	VCA0470	KO-a1.a5.a8
VCA0471	VCA0471	None
VCA0472	VCA0472	KO-a8.a2.a4
VCA0473	VCA0473	None
VCA0474	VCA0474	None
VCA0475	VCA0475	KO-a7.a3.a8
VCA0476	VCA0476	None
VCA0477	VCA0477	KO-a7.a3.a8
VCA0478	VCA0478	KO-a7.a3.a8
VCA0479	VCA0479	None
VCA0480	VCA0480	None
VCA0481	VCA0481	None
VCA0482	VCA0482	None
VCA0483	VCA0483	None
VCA0484	VCA0484	None
VCA0485	VCA0485	None
VCA0486	VCA0486	None
VCA0487	VCA0487	None
VCA0488	VCA0488	None
VCA0489	VCA0489	KO-a7.a3.a8
VCA0490	VCA0490	KO-a8.a1.a1
VCA0491	VCA0491	None
VCA0492	VCA0492	None
VCA0493	VCA0493	KO-a8.a2.a4
VCA0494	VCA0494	None
VCA0495	VCA0495	None
VCA0496	VCA0496	None
VCA0497	VCA0497	None
VCA0498	VCA0498	None
VCA0501	VCA0501	None
VCA0503	VCA0503	None
VCA0504	VCA0504	None
VCA0505	VCA0505	None
VCA0506	VCA0506	None
VCA0507	VCA0507	KO-a8.a2.a4
VCA0508	VCA0508	KO-a8.a2.a4
VCA0510	VCA0510	None
VCA0511	VCA0511	KO-a1.a4.a1:KO-a1.a4.a2
nrdG	VCA0512	KO-a8.a1.a1
VCA0513	VCA0513	KO-a1.a5.a1:KO-a1.a5.a3:KO-a1.a5.a8:KO-a1.a5.a9:KO-a1.a5.b1:KO-a1.a5.b2:KO-a1.a5.b4:KO-a1.b0.c3:KO-a7.a1.b1
VCA0514	VCA0514	None
VCA0516	VCA0516	KO-a1.a1.a5:KO-a3.a1.a2:KO-a7.a3.a1
VCA0517	VCA0517	KO-a1.a1.a5:KO-a3.a1.a2
VCA0518	VCA0518	KO-a3.a1.a2:KO-a7.a3.a1
IGR4	IGR4	None
VCA0519	VCA0519	KO-a7.a2.a1
VCA0520	VCA0520	KO-a7.a2.b5
VCA0521	VCA0521	KO-a7.a2.b5
VCA0522	VCA0522	KO-a3.a2.a1:KO-a4.a4.a1:KO-a4.a4.a2:KO-a7.a1.a2:KO-a7.a3.a4
VCA0523	VCA0523	KO-a4.a4.a1:KO-a4.a4.a2
VCA0524	VCA0524	None
VCA0526	VCA0526	KO-a8.a3.a1
VCA0527	VCA0527	None
rbgA	VCA0528	KO-a7.a2.a6
VCA0529	VCA0529	KO-a7.a3.a1
VCA0530	VCA0530	KO-a1.a1.a1:KO-a1.a1.a2:KO-a1.a1.b0:KO-a1.a1.b3
VCA0531	VCA0531	KO-a3.a2.a1:KO-a7.a1.a2:KO-a7.a3.a4
VCA0532	VCA0532	KO-a3.a2.a1:KO-a4.a4.a1:KO-a7.a3.a4
VCA0533	VCA0533	KO-a2.a3.a1:KO-a3.a1.a3:KO-a7.a3.a2
VCA0534	VCA0534	None
VCA0535	VCA0535	None
VCA0536	VCA0536	None
VCA0537	VCA0537	None
VCA0538	VCA0538	None
VCA0539	VCA0539	None
VCA0540	VCA0540	KO-a7.a3.a1
VCA0542	VCA0542	None
VCA0543	VCA0543	None
VCA0544	VCA0544	KO-a8.a2.a4
VCA0545	VCA0545	KO-a1.a4.a1:KO-a1.a4.a2:KO-a1.a8.a4
VCA0546	VCA0546	KO-a8.a3.a6
VCA0547	VCA0547	None
VCA0549	VCA0549	KO-a8.a4.a1
VCA0550	VCA0550	None
VCA0551	VCA0551	None
VCA0552	VCA0552	None
VCA0553	VCA0553	None
VCA0554	VCA0554	KO-a7.a3.a1
VCA0556	VCA0556	None
VCA0557	VCA0557	None
VCA0558	VCA0558	KO-a1.a6.a2:KO-a1.a6.a5:KO-a1.a6.a7:KO-a7.a1.a4
VCA0559	VCA0559	None
VCA0560	VCA0560	None
VCA0561	VCA0561	None
VCA0562	VCA0562	None
pntA	VCA0563	KO-a1.a8.a4
pntB	VCA0564	KO-a1.a8.a4
VCA0565	VCA0565	None
VCA0566	VCA0566	None
VCA0567	VCA0567	None
VCA0568	VCA0568	None
VCA0569	VCA0569	KO-a8.a4.a2
VCA0570	VCA0570	KO-a7.a2.a8
VCA0571	VCA0571	None
ddl	VCA0572	KO-a1.a6.a6:KO-a1.a7.b7:KO-a6.b1.a2:KO-a7.a1.a7
VCA0573	VCA0573	None
VCA0574	VCA0574	KO-a8.a1.b0
VCA0575	VCA0575	None
VCA0576	VCA0576	KO-a7.a3.a1
VCA0578	VCA0578	KO-a7.a2.a1
VCA0579	VCA0579	None
VCA0580	VCA0580	KO-a1.a8.b2
VCA0581	VCA0581	None
VCA0582	VCA0582	KO-a7.a2.a6
VCA0583	VCA0583	KO-a7.a3.a1
VCA0584	VCA0584	KO-a8.a1.a1
VCA0585	VCA0585	None
VCA0586	VCA0586	KO-a7.a2.a1
VCA0587	VCA0587	KO-a8.a4.a2
VCA0588	VCA0588	KO-a3.a1.a1:KO-a7.a3.a1
VCA0589	VCA0589	KO-a3.a1.a1:KO-a7.a3.a1
VCA0590	VCA0590	KO-a3.a1.a1:KO-a7.a3.a1
VCA0591	VCA0591	KO-a3.a1.a1:KO-a7.a3.a1
VCA0592	VCA0592	None
VCA0593	VCA0593	None
VCA0594	VCA0594	KO-a8.a4.a2
VCA0595	VCA0595	None
VCA0596	VCA0596	None
VCA0599	VCA0599	None
VCA0600	VCA0600	None
VCA0601	VCA0601	KO-a3.a1.a1:KO-a7.a3.a1
VCA0602	VCA0602	KO-a3.a1.a1:KO-a7.a3.a1
VCA0603	VCA0603	KO-a3.a1.a1:KO-a7.a3.a1
VCA0604	VCA0604	KO-a1.a6.a3:KO-a7.a1.b1
VCA0605	VCA0605	KO-a1.a1.b2:KO-a1.a1.b3:KO-a1.a5.a1:KO-a1.a6.a1:KO-a7.a1.b1
VCA0606	VCA0606	KO-a1.a6.a3
VCA0607	VCA0607	KO-a7.a2.a1
VCA0608	VCA0608	KO-a1.a4.a1:KO-a1.a4.a2:KO-a1.a8.a4
VCA0609	VCA0609	None
VCA0610	VCA0610	None
mscL	VCA0612	KO-a7.a3.a1
VCA0614	VCA0614	KO-a1.a8.a9
VCA0615	VCA0615	KO-a8.a1.a1
folE	VCA0616	KO-a1.a8.a8
VCA0617	VCA0617	KO-a1.a8.a8
VCA0618	VCA0618	KO-a2.a3.a5
VCA0619	VCA0619	None
VCA0620	VCA0620	KO-a1.a2.a8:KO-a1.a5.a3:KO-a2.a3.a5
VCA0621	VCA0621	None
VCA0622	VCA0622	None
VCA0623	VCA0623	KO-a1.a1.a3
VCA0624	VCA0624	KO-a1.a1.a3:KO-a1.a9.b3
VCA0625	VCA0625	KO-a7.a3.a1
VCA0627	VCA0627	None
VCA0628	VCA0628	None
VCA0629	VCA0629	KO-a8.a4.a2
VCA0630	VCA0630	KO-a1.a2.a6:KO-a1.a5.a2:KO-a1.a5.a3:KO-a7.a3.a7
VCA0631	VCA0631	None
VCA0632	VCA0632	None
VCA0633	VCA0633	KO-a8.a4.a1
VCA0634	VCA0634	KO-a7.a2.a7
VCA0635	VCA0635	None
VCA0636	VCA0636	None
VCA0637	VCA0637	KO-a1.b1.a8
VCA0638	VCA0638	None
VCA0639	VCA0639	None
VCA0640	VCA0640	KO-a8.a4.a2
VCA0641	VCA0641	KO-a8.a4.a2
VCA0642	VCA0642	None
VCA0643	VCA0643	None
VCA0644	VCA0644	None
VCA0645	VCA0645	KO-a8.a4.a2
VCA0646	VCA0646	None
VCA0647	VCA0647	None
VCA0648	VCA0648	None
VCA0649	VCA0649	None
VCA0650	VCA0650	None
VCA0651	VCA0651	None
VCA0652	VCA0652	None
VCA0653	VCA0653	KO-a1.a1.a8:KO-a3.a1.a2:KO-a7.a3.a1
VCA0654	VCA0654	KO-a7.a2.a1
VCA0655	VCA0655	KO-a1.a1.a6:KO-a1.a1.a8
VCA0656	VCA0656	KO-a1.a1.a5:KO-a1.a1.a8:KO-a1.a1.a9
glpD	VCA0657	KO-a1.a3.b0
VCA0658	VCA0658	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a5
VCA0659	VCA0659	None
VCA0661	VCA0661	KO-a8.a1.a1
VCA0662	VCA0662	None
VCA0663	VCA0663	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a5
dcuC	VCA0665	KO-a7.a3.a1
VCA0666	VCA0666	KO-a1.a5.a2:KO-a1.a5.a3
VCA0667	VCA0667	KO-a8.a3.a1
VCA0669	VCA0669	None
VCA0671	VCA0671	None
VCA0673	VCA0673	None
VCA0674	VCA0674	None
VCA0675	VCA0675	KO-a3.a2.a1:KO-a7.a1.a2:KO-a7.a3.a4
VCA0676	VCA0676	KO-a8.a1.a3
VCA0677	VCA0677	KO-a8.a1.a3
VCA0678	VCA0678	KO-a1.a2.a7
VCA0679	VCA0679	KO-a1.a2.a7
VCA0680	VCA0680	KO-a8.a1.a3
VCA0681	VCA0681	None
VCA0682	VCA0682	KO-a3.a2.a1:KO-a4.a4.a1:KO-a7.a3.a4
VCA0683	VCA0683	KO-a3.a2.a1:KO-a4.a4.a1:KO-a7.a1.a2:KO-a7.a3.a4
VCA0684	VCA0684	KO-a3.a2.a1:KO-a7.a3.a1
VCA0685	VCA0685	KO-a3.a1.a1:KO-a7.a3.a1
VCA0686	VCA0686	KO-a3.a1.a1:KO-a7.a3.a1
fbpC	VCA0687	KO-a3.a1.a1:KO-a7.a3.a1
VCA0688	VCA0688	KO-a1.a1.b3
VCA0689	VCA0689	None
VCA0690	VCA0690	KO-a1.a1.b0:KO-a1.a1.b1:KO-a1.a1.b3:KO-a1.a3.a3:KO-a1.a5.a4:KO-a1.a5.a7:KO-a1.a5.b3:KO-a1.a9.a1:KO-a1.b1.a1:KO-a3.a2.a1:KO-a7.a3.a7
VCA0691	VCA0691	KO-a1.a1.b1:KO-a1.a1.b3
VCA0692	VCA0692	None
secD	VCA0693	KO-a2.a3.a1:KO-a3.a1.a3:KO-a7.a3.a2
VCA0694	VCA0694	None
VCA0695	VCA0695	None
VCA0697	VCA0697	None
glgC	VCA0699	KO-a1.a1.a8:KO-a1.a1.a9
VCA0700	VCA0700	KO-a8.a1.a1
VCA0702	VCA0702	KO-a1.a1.b2
VCA0703	VCA0703	None
VCA0704	VCA0704	KO-a3.a2.a1:KO-a7.a3.a4
VCA0705	VCA0705	KO-a3.a2.a1:KO-a7.a1.a2:KO-a7.a3.a4
VCA0706	VCA0706	KO-a3.a2.a1
VCA0707	VCA0707	KO-a3.a2.a1:KO-a7.a3.a1
VCA0708	VCA0708	KO-a1.a1.a1:KO-a1.a1.b0:KO-a1.a4.a1:KO-a7.a2.b0:KO-a7.a3.a7
VCA0709	VCA0709	KO-a3.a2.a1:KO-a7.a1.a2:KO-a7.a3.a4
VCA0710	VCA0710	KO-a8.a1.a2
mgsA	VCA0711	KO-a1.a1.b2
VCA0712	VCA0712	KO-a1.a8.a4
VCA0714	VCA0714	KO-a1.a3.a9:KO-a1.a3.b0
VCA0715	VCA0715	None
VCA0716	VCA0716	None
helD	VCA0717	KO-a7.a2.b5
VCA0718	VCA0718	None
VCA0719	VCA0719	None
VCA0720	VCA0720	None
VCA0721	VCA0721	None
VCA0722	VCA0722	None
VCA0723	VCA0723	KO-a1.a9.a1
modC	VCA0724	KO-a3.a1.a1:KO-a7.a3.a1
modB	VCA0725	KO-a3.a1.a1:KO-a7.a3.a1
VCA0726	VCA0726	KO-a3.a1.a1:KO-a7.a3.a1
VCA0727	VCA0727	KO-a1.a8.b1
VCA0728	VCA0728	None
VCA0729	VCA0729	None
VCA0730	VCA0730	None
VCA0731	VCA0731	None
VCA0732	VCA0732	None
VCA0733	VCA0733	None
VCA0734	VCA0734	None
VCA0735	VCA0735	None
VCA0736	VCA0736	KO-a3.a2.a1:KO-a4.a4.a1:KO-a4.a4.a2:KO-a7.a1.a2:KO-a7.a3.a4
VCA0737	VCA0737	KO-a3.a2.a1:KO-a4.a4.a1:KO-a4.a4.a2
VCA0738	VCA0738	None
VCA0739	VCA0739	KO-a8.a2.a4
VCA0740	VCA0740	KO-a8.a4.a2
VCA0741	VCA0741	KO-a8.a4.a2
VCA0742	VCA0742	None
VCA0743	VCA0743	None
glpK	VCA0744	KO-a1.a3.a9:KO-a7.a3.a7
VCA0745	VCA0745	None
glpA	VCA0747	KO-a1.a3.b0
VCA0748	VCA0748	KO-a1.a3.b0
glpC	VCA0749	KO-a1.a3.b0
VCA0751	VCA0751	KO-a1.a3.a1:KO-a7.a1.a8
VCA0752	VCA0752	KO-a7.a2.a9
VCA0753	VCA0753	KO-a7.a3.a1
VCA0754	VCA0754	None
VCA0754a	VCA0754a	None
VCA0756	VCA0756	None
artM	VCA0757	KO-a3.a1.a1:KO-a7.a3.a1
VCA0758	VCA0758	KO-a3.a1.a1:KO-a7.a3.a1
VCA0759	VCA0759	KO-a3.a1.a1:KO-a7.a3.a1
artP	VCA0760	KO-a3.a1.a1:KO-a7.a3.a1
yieM	VCA0762	None
VCA0763	VCA0763	KO-a8.a1.a1
VCA0764	VCA0764	KO-a1.a4.a1
VCA0765	VCA0765	KO-a1.a5.a2
VCA0766	VCA0766	None
VCA0767	VCA0767	None
VCA0768	VCA0768	KO-a2.a3.a7:KO-a7.a2.a3
VCA0769	VCA0769	KO-a1.a8.a5
VCA0770	VCA0770	None
VCA0772	VCA0772	KO-a7.a3.a1
VCA0773	VCA0773	KO-a3.a2.a1:KO-a4.a5.a1:KO-a7.a3.a5
VCA0774	VCA0774	KO-a1.a1.a6:KO-a1.a1.a9:KO-a1.a7.b6
VCA0776	VCA0776	KO-a1.a6.a7
VCA0777	VCA0777	None
VCA0778	VCA0778	KO-a1.a6.a7
VCA0779	VCA0779	None
VCA0780	VCA0780	KO-a1.a1.a4:KO-a1.a1.a7:KO-a1.a1.a9:KO-a1.a7.b6
VCA0781	VCA0781	KO-a7.a3.a1
VCA0782	VCA0782	KO-a7.a3.a1
VCA0783	VCA0783	KO-a1.a3.b6:KO-a7.a1.a8
VCA0784	VCA0784	KO-a1.a1.b3:KO-a1.a3.a1:KO-a7.a1.a8
VCA0785	VCA0785	KO-a4.a4.a2
VCA0786	VCA0786	KO-a8.a4.a2
VCA0787	VCA0787	None
VCA0788	VCA0788	None
VCA0789	VCA0789	KO-a8.a4.a1
VCA0790	VCA0790	None
VCA0791	VCA0791	KO-a8.a2.a4
VCA0792	VCA0792	KO-a8.a2.a4
VCA0793	VCA0793	None
VCA0794	VCA0794	None
VCA0795	VCA0795	None
VCA0798	VCA0798	None
VCA0799	VCA0799	None
VCA0800	VCA0800	KO-a8.a4.a1
VCA0801	VCA0801	KO-a1.a4.a1
VCA0802	VCA0802	None
VCA0803	VCA0803	None
VCA0804	VCA0804	KO-a2.a3.a7:KO-a7.a2.a3:KO-a7.a2.a6
VCA0805	VCA0805	KO-a7.a2.a7
VCA0806	VCA0806	None
VCA0807	VCA0807	KO-a3.a1.a1:KO-a3.a2.a1:KO-a7.a3.a1
VCA0808	VCA0808	None
VCA0809	VCA0809	KO-a8.a4.a1
VCA0811	VCA0811	KO-a6.a4.a1
VCA0812	VCA0812	None
VCA0813	VCA0813	KO-a7.a1.a4
VCA0814	VCA0814	KO-a1.a5.a9
VCA0815	VCA0815	KO-a1.a5.a9
VCA0817	VCA0817	None
